id	y_hat
5326	pos
5327	pos
5328	neg
5329	neg
5330	neg
5331	pos
5332	pos
5333	neg
5334	neg
5335	pos
5336	pos
5337	pos
5338	pos
5339	neg
5340	pos
5341	pos
5342	pos
5343	neg
5344	pos
5345	pos
5346	neg
5347	neg
5348	pos
5349	pos
5350	neg
5351	neg
5352	neg
5353	pos
5354	pos
5355	pos
5356	pos
5357	neg
5358	neg
5359	neg
5360	neg
5361	pos
5362	pos
5363	pos
5364	pos
5365	pos
5366	neg
5367	pos
5368	pos
5369	neg
5370	pos
5371	pos
5372	neg
5373	pos
5374	pos
5375	pos
5376	neg
5377	neg
5378	pos
5379	neg
5380	neg
5381	neg
5382	pos
5383	neg
5384	pos
5385	pos
5386	neg
5387	pos
5388	pos
5389	neg
5390	pos
5391	pos
5392	pos
5393	neg
5394	neg
5395	pos
5396	neg
5397	pos
5398	neg
5399	pos
5400	pos
5401	neg
5402	neg
5403	pos
5404	pos
5405	neg
5406	pos
5407	neg
5408	pos
5409	neg
5410	pos
5411	neg
5412	neg
5413	neg
5414	neg
5415	pos
5416	neg
5417	pos
5418	pos
5419	neg
5420	pos
5421	pos
5422	pos
5423	pos
5424	pos
5425	neg
5426	neg
5427	pos
5428	neg
5429	neg
5430	neg
5431	neg
5432	pos
5433	pos
5434	neg
5435	pos
5436	neg
5437	pos
5438	neg
5439	pos
5440	pos
5441	neg
5442	neg
5443	pos
5444	pos
5445	pos
5446	neg
5447	pos
5448	neg
5449	pos
5450	neg
5451	neg
5452	neg
5453	pos
5454	pos
5455	neg
5456	pos
5457	neg
5458	pos
5459	neg
5460	neg
5461	neg
5462	pos
5463	pos
5464	pos
5465	pos
5466	pos
5467	neg
5468	pos
5469	neg
5470	pos
5471	neg
5472	neg
5473	pos
5474	neg
5475	neg
5476	pos
5477	pos
5478	pos
5479	pos
5480	pos
5481	pos
5482	neg
5483	neg
5484	neg
5485	neg
5486	pos
5487	pos
5488	neg
5489	pos
5490	pos
5491	neg
5492	pos
5493	pos
5494	pos
5495	neg
5496	pos
5497	neg
5498	pos
5499	neg
5500	pos
5501	pos
5502	pos
5503	pos
5504	neg
5505	neg
5506	pos
5507	neg
5508	pos
5509	neg
5510	pos
5511	pos
5512	neg
5513	pos
5514	neg
5515	pos
5516	neg
5517	pos
5518	neg
5519	pos
5520	neg
5521	pos
5522	neg
5523	neg
5524	pos
5525	neg
5526	neg
5527	pos
5528	neg
5529	neg
5530	pos
5531	neg
5532	neg
5533	neg
5534	neg
5535	neg
5536	pos
5537	neg
5538	pos
5539	pos
5540	pos
5541	pos
5542	neg
5543	pos
5544	neg
5545	pos
5546	neg
5547	pos
5548	pos
5549	pos
5550	pos
5551	neg
5552	neg
5553	pos
5554	neg
5555	pos
5556	pos
5557	neg
5558	pos
5559	pos
5560	pos
5561	pos
5562	pos
5563	pos
5564	neg
5565	neg
5566	neg
5567	pos
5568	neg
5569	neg
5570	neg
5571	neg
5572	pos
5573	pos
5574	neg
5575	pos
5576	pos
5577	pos
5578	pos
5579	pos
5580	neg
5581	pos
5582	neg
5583	pos
5584	neg
5585	pos
5586	pos
5587	pos
5588	pos
5589	pos
5590	neg
5591	neg
5592	pos
5593	neg
5594	neg
5595	pos
5596	neg
5597	pos
5598	neg
5599	neg
5600	neg
5601	neg
5602	neg
5603	pos
5604	neg
5605	neg
5606	pos
5607	neg
5608	pos
5609	pos
5610	pos
5611	pos
5612	neg
5613	pos
5614	pos
5615	neg
5616	neg
5617	neg
5618	neg
5619	neg
5620	pos
5621	pos
5622	neg
5623	neg
5624	neg
5625	neg
5626	pos
5627	neg
5628	pos
5629	pos
5630	pos
5631	neg
5632	neg
5633	pos
5634	neg
5635	neg
5636	pos
5637	neg
5638	neg
5639	pos
5640	neg
5641	pos
5642	pos
5643	neg
5644	neg
5645	neg
5646	neg
5647	pos
5648	neg
5649	neg
5650	neg
5651	pos
5652	neg
5653	pos
5654	neg
5655	pos
5656	neg
5657	neg
5658	pos
5659	neg
5660	neg
5661	neg
5662	pos
5663	pos
5664	pos
5665	neg
5666	neg
5667	neg
5668	neg
5669	neg
5670	pos
5671	pos
5672	neg
5673	neg
5674	neg
5675	pos
5676	pos
5677	pos
5678	pos
5679	neg
5680	neg
5681	pos
5682	neg
5683	pos
5684	pos
5685	neg
5686	neg
5687	neg
5688	neg
5689	pos
5690	neg
5691	pos
5692	pos
5693	neg
5694	neg
5695	neg
5696	neg
5697	neg
5698	pos
5699	neg
5700	neg
5701	pos
5702	pos
5703	neg
5704	neg
5705	pos
5706	pos
5707	pos
5708	pos
5709	pos
5710	pos
5711	pos
5712	pos
5713	pos
5714	pos
5715	pos
5716	pos
5717	neg
5718	neg
5719	pos
5720	pos
5721	neg
5722	neg
5723	pos
5724	neg
5725	neg
5726	pos
5727	neg
5728	pos
5729	pos
5730	neg
5731	neg
5732	neg
5733	neg
5734	pos
5735	neg
5736	pos
5737	neg
5738	neg
5739	pos
5740	neg
5741	pos
5742	neg
5743	neg
5744	neg
5745	pos
5746	pos
5747	pos
5748	pos
5749	pos
5750	neg
5751	neg
5752	pos
5753	pos
5754	neg
5755	pos
5756	neg
5757	pos
5758	pos
5759	neg
5760	pos
5761	pos
5762	neg
5763	neg
5764	neg
5765	pos
5766	pos
5767	pos
5768	pos
5769	neg
5770	pos
5771	pos
5772	pos
5773	neg
5774	neg
5775	neg
5776	pos
5777	pos
5778	pos
5779	pos
5780	neg
5781	pos
5782	neg
5783	pos
5784	neg
5785	pos
5786	neg
5787	pos
5788	pos
5789	neg
5790	neg
5791	pos
5792	pos
5793	neg
5794	neg
5795	pos
5796	pos
5797	neg
5798	pos
5799	neg
5800	pos
5801	pos
5802	pos
5803	neg
5804	neg
5805	neg
5806	neg
5807	neg
5808	pos
5809	pos
5810	pos
5811	neg
5812	pos
5813	pos
5814	neg
5815	neg
5816	neg
5817	neg
5818	neg
5819	pos
5820	pos
5821	pos
5822	neg
5823	pos
5824	pos
5825	pos
5826	pos
5827	pos
5828	pos
5829	pos
5830	pos
5831	neg
5832	pos
5833	pos
5834	pos
5835	neg
5836	neg
5837	pos
5838	neg
5839	pos
5840	pos
5841	pos
5842	neg
5843	neg
5844	pos
5845	neg
5846	pos
5847	pos
5848	neg
5849	neg
5850	neg
5851	neg
5852	neg
5853	pos
5854	pos
5855	neg
5856	neg
5857	neg
5858	neg
5859	pos
5860	pos
5861	pos
5862	neg
5863	neg
5864	neg
5865	pos
5866	pos
5867	pos
5868	pos
5869	neg
5870	neg
5871	pos
5872	pos
5873	neg
5874	neg
5875	neg
5876	pos
5877	pos
5878	neg
5879	pos
5880	neg
5881	pos
5882	pos
5883	pos
5884	pos
5885	pos
5886	neg
5887	pos
5888	pos
5889	pos
5890	pos
5891	pos
5892	pos
5893	pos
5894	neg
5895	neg
5896	pos
5897	neg
5898	neg
5899	neg
5900	pos
5901	pos
5902	pos
5903	neg
5904	pos
5905	neg
5906	neg
5907	pos
5908	pos
5909	neg
5910	neg
5911	pos
5912	neg
5913	neg
5914	neg
5915	neg
5916	pos
5917	pos
5918	neg
5919	pos
5920	neg
5921	pos
5922	neg
5923	neg
5924	pos
5925	neg
5926	neg
5927	pos
5928	neg
5929	neg
5930	pos
5931	neg
5932	pos
5933	pos
5934	neg
5935	neg
5936	pos
5937	pos
5938	neg
5939	pos
5940	neg
5941	neg
5942	neg
5943	neg
5944	neg
5945	pos
5946	neg
5947	neg
5948	neg
5949	neg
5950	pos
5951	neg
5952	pos
5953	neg
5954	neg
5955	neg
5956	neg
5957	neg
5958	neg
5959	pos
5960	neg
5961	neg
5962	pos
5963	neg
5964	pos
5965	pos
5966	neg
5967	neg
5968	pos
5969	neg
5970	pos
5971	pos
5972	neg
5973	pos
5974	neg
5975	neg
5976	neg
5977	neg
5978	neg
5979	pos
5980	pos
5981	neg
5982	neg
5983	neg
5984	neg
5985	pos
5986	neg
5987	pos
5988	neg
5989	pos
5990	neg
5991	neg
5992	neg
5993	pos
5994	neg
5995	neg
5996	pos
5997	pos
5998	neg
5999	pos
6000	neg
6001	neg
6002	pos
6003	neg
6004	neg
6005	neg
6006	pos
6007	neg
6008	neg
6009	pos
6010	neg
6011	neg
6012	neg
6013	neg
6014	neg
6015	neg
6016	pos
6017	pos
6018	neg
6019	neg
6020	pos
6021	pos
6022	pos
6023	neg
6024	neg
6025	neg
6026	pos
6027	pos
6028	pos
6029	neg
6030	neg
6031	neg
6032	neg
6033	neg
6034	pos
6035	pos
6036	neg
6037	pos
6038	pos
6039	neg
6040	pos
6041	pos
6042	pos
6043	pos
6044	neg
6045	neg
6046	neg
6047	neg
6048	pos
6049	neg
6050	neg
6051	neg
6052	pos
6053	pos
6054	pos
6055	pos
6056	pos
6057	pos
6058	neg
6059	neg
6060	neg
6061	neg
6062	pos
6063	pos
6064	pos
6065	neg
6066	pos
6067	pos
6068	neg
6069	pos
6070	pos
6071	pos
6072	pos
6073	pos
6074	pos
6075	pos
6076	neg
6077	neg
6078	pos
6079	neg
6080	neg
6081	pos
6082	pos
6083	neg
6084	neg
6085	neg
6086	pos
6087	neg
6088	neg
6089	pos
6090	pos
6091	pos
6092	pos
6093	neg
6094	neg
6095	neg
6096	neg
6097	pos
6098	pos
6099	pos
6100	pos
6101	neg
6102	neg
6103	pos
6104	neg
6105	pos
6106	pos
6107	neg
6108	neg
6109	pos
6110	pos
6111	pos
6112	pos
6113	pos
6114	neg
6115	pos
6116	neg
6117	pos
6118	neg
6119	pos
6120	neg
6121	neg
6122	pos
6123	neg
6124	pos
6125	pos
6126	pos
6127	pos
6128	pos
6129	pos
6130	pos
6131	neg
6132	pos
6133	pos
6134	neg
6135	pos
6136	pos
6137	neg
6138	neg
6139	pos
6140	neg
6141	neg
6142	neg
6143	pos
6144	pos
6145	neg
6146	pos
6147	pos
6148	pos
6149	pos
6150	pos
6151	neg
6152	neg
6153	pos
6154	neg
6155	neg
6156	pos
6157	pos
6158	neg
6159	pos
6160	neg
6161	neg
6162	pos
6163	neg
6164	pos
6165	pos
6166	pos
6167	neg
6168	pos
6169	neg
6170	pos
6171	pos
6172	neg
6173	neg
6174	neg
6175	pos
6176	neg
6177	pos
6178	pos
6179	pos
6180	pos
6181	neg
6182	pos
6183	neg
6184	pos
6185	pos
6186	pos
6187	neg
6188	neg
6189	pos
6190	neg
6191	neg
6192	neg
6193	neg
6194	neg
6195	pos
6196	neg
6197	neg
6198	neg
6199	neg
6200	pos
6201	pos
6202	neg
6203	pos
6204	pos
6205	pos
6206	neg
6207	neg
6208	neg
6209	neg
6210	neg
6211	neg
6212	pos
6213	pos
6214	neg
6215	neg
6216	neg
6217	pos
6218	neg
6219	pos
6220	pos
6221	pos
6222	pos
6223	neg
6224	neg
6225	neg
6226	pos
6227	neg
6228	neg
6229	pos
6230	neg
6231	neg
6232	neg
6233	pos
6234	pos
6235	pos
6236	neg
6237	neg
6238	pos
6239	neg
6240	neg
6241	pos
6242	neg
6243	pos
6244	neg
6245	pos
6246	pos
6247	neg
6248	pos
6249	pos
6250	pos
6251	pos
6252	pos
6253	pos
6254	pos
6255	neg
6256	pos
6257	neg
6258	neg
6259	pos
6260	neg
6261	neg
6262	neg
6263	neg
6264	pos
6265	neg
6266	neg
6267	neg
6268	pos
6269	neg
6270	neg
6271	pos
6272	pos
6273	pos
6274	pos
6275	pos
6276	neg
6277	neg
6278	pos
6279	pos
6280	pos
6281	neg
6282	pos
6283	neg
6284	pos
6285	pos
6286	pos
6287	pos
6288	neg
6289	pos
6290	pos
6291	neg
6292	pos
6293	pos
6294	neg
6295	pos
6296	neg
6297	neg
6298	neg
6299	pos
6300	pos
6301	neg
6302	neg
6303	neg
6304	pos
6305	neg
6306	pos
6307	pos
6308	neg
6309	neg
6310	pos
6311	pos
6312	pos
6313	neg
6314	pos
6315	pos
6316	pos
6317	pos
6318	pos
6319	neg
6320	neg
6321	neg
6322	neg
6323	pos
6324	neg
6325	neg
6326	pos
6327	neg
6328	neg
6329	pos
6330	pos
6331	neg
6332	pos
6333	neg
6334	pos
6335	pos
6336	neg
6337	neg
6338	neg
6339	pos
6340	neg
6341	neg
6342	pos
6343	pos
6344	pos
6345	pos
6346	pos
6347	pos
6348	neg
6349	pos
6350	neg
6351	pos
6352	pos
6353	neg
6354	neg
6355	neg
6356	neg
6357	pos
6358	neg
6359	neg
6360	neg
6361	neg
6362	pos
6363	pos
6364	neg
6365	neg
6366	neg
6367	neg
6368	pos
6369	pos
6370	neg
6371	pos
6372	neg
6373	pos
6374	neg
6375	neg
6376	neg
6377	neg
6378	neg
6379	neg
6380	pos
6381	neg
6382	pos
6383	neg
6384	neg
6385	neg
6386	neg
6387	pos
6388	neg
6389	pos
6390	pos
6391	neg
6392	pos
6393	pos
6394	pos
6395	pos
6396	neg
6397	pos
6398	pos
6399	neg
6400	neg
6401	neg
6402	neg
6403	pos
6404	pos
6405	neg
6406	pos
6407	neg
6408	neg
6409	pos
6410	pos
6411	pos
6412	pos
6413	pos
6414	neg
6415	pos
6416	pos
6417	neg
6418	neg
6419	neg
6420	neg
6421	pos
6422	neg
6423	pos
6424	neg
6425	neg
6426	pos
6427	pos
6428	pos
6429	pos
6430	pos
6431	neg
6432	neg
6433	pos
6434	pos
6435	pos
6436	neg
6437	pos
6438	neg
6439	neg
6440	neg
6441	neg
6442	neg
6443	neg
6444	pos
6445	neg
6446	pos
6447	neg
6448	neg
6449	pos
6450	pos
6451	neg
6452	pos
6453	pos
6454	neg
6455	neg
6456	neg
6457	pos
6458	pos
6459	neg
6460	pos
6461	neg
6462	pos
6463	pos
6464	neg
6465	neg
6466	neg
6467	pos
6468	neg
6469	neg
6470	pos
6471	pos
6472	neg
6473	neg
6474	pos
6475	neg
6476	neg
6477	neg
6478	neg
6479	pos
6480	pos
6481	neg
6482	neg
6483	neg
6484	pos
6485	neg
6486	pos
6487	neg
6488	neg
6489	pos
6490	pos
6491	neg
6492	pos
6493	pos
6494	neg
6495	pos
6496	pos
6497	neg
6498	pos
6499	pos
6500	pos
6501	pos
6502	neg
6503	pos
6504	neg
6505	neg
6506	neg
6507	neg
6508	neg
6509	neg
6510	pos
6511	pos
6512	pos
6513	neg
6514	neg
6515	neg
6516	neg
6517	neg
6518	neg
6519	neg
6520	neg
6521	pos
6522	pos
6523	pos
6524	neg
6525	pos
6526	pos
6527	neg
6528	neg
6529	pos
6530	neg
6531	neg
6532	pos
6533	neg
6534	neg
6535	pos
6536	neg
6537	neg
6538	pos
6539	neg
6540	pos
6541	neg
6542	pos
6543	pos
6544	neg
6545	pos
6546	pos
6547	pos
6548	pos
6549	neg
6550	pos
6551	pos
6552	pos
6553	neg
6554	neg
6555	pos
6556	neg
6557	neg
6558	neg
6559	neg
6560	pos
6561	pos
6562	neg
6563	neg
6564	neg
6565	pos
6566	neg
6567	pos
6568	pos
6569	pos
6570	pos
6571	pos
6572	pos
6573	pos
6574	pos
6575	neg
6576	pos
6577	neg
6578	pos
6579	neg
6580	neg
6581	neg
6582	pos
6583	neg
6584	pos
6585	pos
6586	neg
6587	pos
6588	pos
6589	pos
6590	neg
6591	pos
6592	pos
6593	neg
6594	pos
6595	neg
6596	neg
6597	neg
6598	neg
6599	neg
6600	pos
6601	pos
6602	neg
6603	pos
6604	pos
6605	pos
6606	pos
6607	neg
6608	neg
6609	neg
6610	neg
6611	neg
6612	pos
6613	pos
6614	neg
6615	neg
6616	neg
6617	neg
6618	neg
6619	neg
6620	pos
6621	pos
6622	pos
6623	neg
6624	pos
6625	pos
6626	pos
6627	pos
6628	neg
6629	neg
6630	neg
6631	neg
6632	neg
6633	neg
6634	pos
6635	neg
6636	pos
6637	neg
6638	neg
6639	neg
6640	pos
6641	pos
6642	neg
6643	neg
6644	neg
6645	pos
6646	pos
6647	neg
6648	neg
6649	neg
6650	pos
6651	neg
6652	neg
6653	pos
6654	neg
6655	pos
6656	neg
6657	pos
6658	neg
6659	pos
6660	pos
6661	pos
6662	neg
6663	neg
6664	neg
6665	pos
6666	pos
6667	pos
6668	neg
6669	pos
6670	pos
6671	pos
6672	pos
6673	neg
6674	neg
6675	pos
6676	pos
6677	pos
6678	neg
6679	pos
6680	pos
6681	neg
6682	neg
6683	neg
6684	neg
6685	neg
6686	pos
6687	neg
6688	neg
6689	pos
6690	neg
6691	pos
6692	neg
6693	pos
6694	neg
6695	neg
6696	neg
6697	neg
6698	neg
6699	neg
6700	neg
6701	pos
6702	pos
6703	pos
6704	pos
6705	neg
6706	neg
6707	pos
6708	pos
6709	pos
6710	pos
6711	pos
6712	pos
6713	neg
6714	neg
6715	neg
6716	pos
6717	neg
6718	pos
6719	pos
6720	pos
6721	pos
6722	neg
6723	pos
6724	pos
6725	pos
6726	neg
6727	pos
6728	pos
6729	pos
6730	neg
6731	pos
6732	pos
6733	pos
6734	neg
6735	pos
6736	neg
6737	pos
6738	neg
6739	pos
6740	neg
6741	pos
6742	pos
6743	pos
6744	pos
6745	neg
6746	pos
6747	neg
6748	pos
6749	pos
6750	neg
6751	neg
6752	neg
6753	neg
6754	neg
6755	neg
6756	neg
6757	pos
6758	pos
6759	neg
6760	pos
6761	neg
6762	neg
6763	neg
6764	neg
6765	pos
6766	neg
6767	neg
6768	neg
6769	neg
6770	neg
6771	neg
6772	pos
6773	neg
6774	pos
6775	neg
6776	pos
6777	neg
6778	neg
6779	pos
6780	neg
6781	neg
6782	neg
6783	pos
6784	neg
6785	pos
6786	pos
6787	pos
6788	pos
6789	pos
6790	pos
6791	pos
6792	neg
6793	pos
6794	pos
6795	pos
6796	neg
6797	pos
6798	pos
6799	neg
6800	neg
6801	neg
6802	neg
6803	pos
6804	neg
6805	pos
6806	pos
6807	pos
6808	neg
6809	pos
6810	neg
6811	neg
6812	neg
6813	neg
6814	pos
6815	neg
6816	pos
6817	neg
6818	pos
6819	neg
6820	neg
6821	pos
6822	pos
6823	neg
6824	neg
6825	neg
6826	neg
6827	neg
6828	neg
6829	pos
6830	neg
6831	neg
6832	pos
6833	pos
6834	pos
6835	neg
6836	neg
6837	neg
6838	neg
6839	neg
6840	pos
6841	pos
6842	pos
6843	neg
6844	pos
6845	pos
6846	pos
6847	pos
6848	neg
6849	neg
6850	pos
6851	pos
6852	neg
6853	pos
6854	pos
6855	neg
6856	neg
6857	neg
6858	neg
6859	pos
6860	pos
6861	pos
6862	pos
6863	neg
6864	neg
6865	neg
6866	neg
6867	neg
6868	neg
6869	neg
6870	pos
6871	pos
6872	pos
6873	neg
6874	neg
6875	pos
6876	pos
6877	pos
6878	pos
6879	pos
6880	pos
6881	pos
6882	neg
6883	pos
6884	neg
6885	neg
6886	pos
6887	pos
6888	pos
6889	neg
6890	neg
6891	neg
6892	neg
6893	pos
6894	pos
6895	neg
6896	pos
6897	pos
6898	pos
6899	pos
6900	neg
6901	neg
6902	pos
6903	pos
6904	neg
6905	pos
6906	neg
6907	pos
6908	pos
6909	pos
6910	pos
6911	neg
6912	pos
6913	neg
6914	neg
6915	pos
6916	pos
6917	pos
6918	pos
6919	neg
6920	neg
6921	pos
6922	neg
6923	pos
6924	pos
6925	neg
6926	neg
6927	pos
6928	neg
6929	neg
6930	pos
6931	pos
6932	pos
6933	neg
6934	pos
6935	neg
6936	neg
6937	neg
6938	neg
6939	pos
6940	neg
6941	pos
6942	neg
6943	pos
6944	neg
6945	pos
6946	neg
6947	pos
6948	pos
6949	pos
6950	pos
6951	neg
6952	pos
6953	neg
6954	pos
6955	neg
6956	neg
6957	pos
6958	pos
6959	neg
6960	neg
6961	neg
6962	pos
6963	neg
6964	neg
6965	pos
6966	neg
6967	neg
6968	pos
6969	pos
6970	neg
6971	pos
6972	neg
6973	neg
6974	neg
6975	pos
6976	pos
6977	pos
6978	pos
6979	neg
6980	pos
6981	pos
6982	neg
6983	pos
6984	neg
6985	neg
6986	pos
6987	pos
6988	neg
6989	pos
6990	pos
6991	neg
6992	pos
6993	neg
6994	pos
6995	neg
6996	pos
6997	neg
6998	neg
6999	pos
7000	pos
7001	neg
7002	neg
7003	neg
7004	neg
7005	pos
7006	neg
7007	pos
7008	pos
7009	neg
7010	pos
7011	pos
7012	neg
7013	neg
7014	pos
7015	neg
7016	neg
7017	pos
7018	pos
7019	pos
7020	neg
7021	neg
7022	pos
7023	neg
7024	pos
7025	pos
7026	pos
7027	pos
7028	neg
7029	neg
7030	neg
7031	pos
7032	pos
7033	pos
7034	neg
7035	neg
7036	pos
7037	pos
7038	pos
7039	pos
7040	neg
7041	pos
7042	pos
7043	pos
7044	neg
7045	neg
7046	pos
7047	neg
7048	neg
7049	neg
7050	pos
7051	neg
7052	pos
7053	pos
7054	neg
7055	pos
7056	pos
7057	pos
7058	pos
7059	pos
7060	pos
7061	neg
7062	neg
7063	pos
7064	pos
7065	neg
7066	neg
7067	neg
7068	pos
7069	pos
7070	neg
7071	neg
7072	pos
7073	neg
7074	neg
7075	neg
7076	neg
7077	neg
7078	neg
7079	pos
7080	neg
7081	pos
7082	neg
7083	pos
7084	pos
7085	neg
7086	neg
7087	pos
7088	neg
7089	neg
7090	neg
7091	neg
7092	neg
7093	neg
7094	pos
7095	neg
7096	pos
7097	pos
7098	pos
7099	neg
7100	neg
7101	neg
7102	pos
7103	pos
7104	neg
7105	pos
7106	pos
7107	pos
7108	neg
7109	pos
7110	neg
7111	pos
7112	pos
7113	pos
7114	pos
7115	pos
7116	neg
7117	pos
7118	pos
7119	pos
7120	neg
7121	neg
7122	neg
7123	neg
7124	pos
7125	pos
7126	pos
7127	neg
7128	neg
7129	neg
7130	pos
7131	neg
7132	pos
7133	pos
7134	pos
7135	neg
7136	pos
7137	neg
7138	pos
7139	neg
7140	pos
7141	pos
7142	pos
7143	neg
7144	pos
7145	pos
7146	pos
7147	pos
7148	neg
7149	pos
7150	neg
7151	pos
7152	neg
7153	pos
7154	neg
7155	pos
7156	pos
7157	neg
7158	pos
7159	pos
7160	pos
7161	pos
7162	neg
7163	pos
7164	neg
7165	pos
7166	neg
7167	pos
7168	pos
7169	neg
7170	neg
7171	pos
7172	pos
7173	neg
7174	pos
7175	neg
7176	pos
7177	pos
7178	neg
7179	pos
7180	pos
7181	pos
7182	neg
7183	pos
7184	neg
7185	pos
7186	pos
7187	pos
7188	pos
7189	pos
7190	pos
7191	pos
7192	neg
7193	pos
7194	neg
7195	pos
7196	neg
7197	neg
7198	pos
7199	pos
7200	neg
7201	pos
7202	pos
7203	pos
7204	neg
7205	pos
7206	pos
7207	neg
7208	neg
7209	pos
7210	neg
7211	pos
7212	neg
7213	pos
7214	pos
7215	neg
7216	neg
7217	pos
7218	neg
7219	pos
7220	pos
7221	pos
7222	neg
7223	pos
7224	pos
7225	pos
7226	pos
7227	pos
7228	neg
7229	pos
7230	neg
7231	neg
7232	pos
7233	neg
7234	pos
7235	neg
7236	neg
7237	pos
7238	pos
7239	neg
7240	neg
7241	pos
7242	pos
7243	pos
7244	pos
7245	pos
7246	pos
7247	pos
7248	pos
7249	neg
7250	neg
7251	neg
7252	pos
7253	neg
7254	pos
7255	neg
7256	pos
7257	pos
7258	neg
7259	neg
7260	neg
7261	pos
7262	pos
7263	pos
7264	neg
7265	neg
7266	neg
7267	neg
7268	pos
7269	pos
7270	pos
7271	neg
7272	neg
7273	pos
7274	neg
7275	neg
7276	pos
7277	neg
7278	pos
7279	neg
7280	pos
7281	pos
7282	pos
7283	pos
7284	pos
7285	pos
7286	neg
7287	pos
7288	neg
7289	neg
7290	pos
7291	neg
7292	neg
7293	neg
7294	pos
7295	pos
7296	pos
7297	pos
7298	pos
7299	pos
7300	pos
7301	pos
7302	neg
7303	neg
7304	pos
7305	pos
7306	neg
7307	neg
7308	pos
7309	pos
7310	pos
7311	pos
7312	neg
7313	pos
7314	neg
7315	neg
7316	pos
7317	pos
7318	pos
7319	pos
7320	pos
7321	pos
7322	neg
7323	pos
7324	pos
7325	neg
7326	neg
7327	pos
7328	pos
7329	neg
7330	neg
7331	pos
7332	pos
7333	neg
7334	pos
7335	pos
7336	pos
7337	pos
7338	pos
7339	neg
7340	neg
7341	pos
7342	pos
7343	pos
7344	pos
7345	neg
7346	pos
7347	pos
7348	pos
7349	pos
7350	pos
7351	pos
7352	neg
7353	pos
7354	neg
7355	neg
7356	neg
7357	neg
7358	pos
7359	pos
7360	neg
7361	pos
7362	pos
7363	pos
7364	pos
7365	neg
7366	neg
7367	pos
7368	pos
7369	pos
7370	pos
7371	neg
7372	pos
7373	neg
7374	neg
7375	pos
7376	pos
7377	pos
7378	pos
7379	pos
7380	neg
7381	pos
7382	pos
7383	pos
7384	neg
7385	neg
7386	pos
7387	neg
7388	pos
7389	neg
7390	pos
7391	neg
7392	pos
7393	neg
7394	pos
7395	pos
7396	pos
7397	neg
7398	pos
7399	neg
7400	pos
7401	neg
7402	neg
7403	pos
7404	neg
7405	neg
7406	pos
7407	neg
7408	pos
7409	pos
7410	pos
7411	neg
7412	neg
7413	neg
7414	pos
7415	neg
7416	pos
7417	pos
7418	pos
7419	pos
7420	neg
7421	neg
7422	pos
7423	pos
7424	neg
7425	pos
7426	pos
7427	pos
7428	pos
7429	pos
7430	pos
7431	neg
7432	pos
7433	pos
7434	pos
7435	pos
7436	pos
7437	neg
7438	pos
7439	neg
7440	neg
7441	neg
7442	pos
7443	pos
7444	pos
7445	pos
7446	pos
7447	pos
7448	pos
7449	neg
7450	neg
7451	neg
7452	neg
7453	neg
7454	neg
7455	pos
7456	neg
7457	neg
7458	neg
7459	pos
7460	neg
7461	neg
7462	neg
7463	pos
7464	pos
7465	pos
7466	pos
7467	pos
7468	neg
7469	neg
7470	neg
7471	pos
7472	pos
7473	pos
7474	neg
7475	neg
7476	pos
7477	neg
7478	pos
7479	pos
7480	neg
7481	neg
7482	neg
7483	neg
7484	neg
7485	pos
7486	neg
7487	pos
7488	pos
7489	pos
7490	neg
7491	neg
7492	neg
7493	pos
7494	pos
7495	neg
7496	neg
7497	pos
7498	pos
7499	neg
7500	pos
7501	neg
7502	neg
7503	pos
7504	pos
7505	neg
7506	neg
7507	neg
7508	pos
7509	neg
7510	pos
7511	neg
7512	pos
7513	neg
7514	pos
7515	neg
7516	pos
7517	neg
7518	neg
7519	neg
7520	neg
7521	pos
7522	neg
7523	pos
7524	neg
7525	pos
7526	pos
7527	neg
7528	neg
7529	neg
7530	neg
7531	neg
7532	pos
7533	neg
7534	neg
7535	pos
7536	neg
7537	pos
7538	neg
7539	neg
7540	neg
7541	neg
7542	pos
7543	neg
7544	neg
7545	pos
7546	pos
7547	neg
7548	neg
7549	neg
7550	neg
7551	neg
7552	neg
7553	pos
7554	pos
7555	neg
7556	neg
7557	pos
7558	pos
7559	pos
7560	neg
7561	neg
7562	pos
7563	pos
7564	pos
7565	neg
7566	pos
7567	neg
7568	neg
7569	neg
7570	neg
7571	pos
7572	neg
7573	pos
7574	pos
7575	neg
7576	neg
7577	pos
7578	pos
7579	pos
7580	pos
7581	pos
7582	pos
7583	neg
7584	pos
7585	pos
7586	pos
7587	pos
7588	neg
7589	neg
7590	pos
7591	neg
7592	neg
7593	neg
7594	pos
7595	neg
7596	neg
7597	pos
7598	neg
7599	pos
7600	neg
7601	neg
7602	neg
7603	neg
7604	neg
7605	neg
7606	neg
7607	pos
7608	pos
7609	neg
7610	pos
7611	pos
7612	pos
7613	neg
7614	pos
7615	pos
7616	neg
7617	pos
7618	neg
7619	neg
7620	pos
7621	pos
7622	neg
7623	neg
7624	pos
7625	neg
7626	neg
7627	neg
7628	neg
7629	neg
7630	neg
7631	neg
7632	pos
7633	neg
7634	pos
7635	neg
7636	pos
7637	pos
7638	neg
7639	neg
7640	pos
7641	neg
7642	pos
7643	pos
7644	pos
7645	pos
7646	neg
7647	pos
7648	pos
7649	pos
7650	neg
7651	neg
7652	pos
7653	pos
7654	pos
7655	neg
7656	pos
7657	neg
